(关于刘国梁的事，王楠的老公郭斌在微博上发声：“年富力强、正值巅峰就让人给客客气气地玩了，他们折腾的不是你，是国球……”他更是直接抨击道：“领导说为了发展才改变，这个屁一定是蹲着放的，只听说过改变是为了发展，还没听过因为太好了才改变。”这话说的硬实[强],(刘国梁,2017-06-26),1)
(刘国梁讲得好，做任何事情，心中没有杂念是最重要的![微笑],(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁2013队内讲话,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁事件,(刘国梁,2017-06-26),1)
(在理[赞]//@我思泽东A:毛主席和周总理都极其重视体育。毛主席当年还亲自抓游泳项目。像刘国梁这种国宝级的教练，因调动引发如此大的民意，高层应该重视。,(刘国梁,2017-06-26),1)
(6月26日早读分享 1、乒协领导连夜与队员沟通，发布致歉信，承认管理存在问题，首提刘国梁权责安排； 2、中国标准动车组复兴号亮相，具有完全自主知识产权，试验速度达400公里/小时，今日在京沪高铁正式双向首发； 3、苏州市吴江区回应“‘中国史’不是‘历史学’”：为审核机械向考生致歉； 4、因占用公共设施，5万把共享雨伞现身杭州 一天就遭城管“下架”，创始人：将投放一批用来挂雨伞的桶； 5、巴基斯坦油罐车侧翻引发大火，疑有人抽烟引爆，致123死百余人伤； 6、三只松鼠筹谋IPO目标千亿市值，几大供应商日子却不好过，各有算盘； 7、下周开始A股“僵尸账户”将被清理（僵尸账户定义：证券账户余额为0，关联的资金账户余额不超过100元人民币，最近连续一年以上没有发生交易）； 8、东阳警方破获了一起特大跨境生产销售假冒化妆品案，涉案价值超过1亿元人民币，品牌包括：资生堂、欧莱雅、倩碧等化妆品； 9、邮政局报告：去年消费者对顺丰EMS中通最满意； 10、江西奉新县景区受暴雨影响塌方 350多人被困； 11、韩联社称，被退货物多半违反了标示和包装规定，退货率暴增280%； 12、法制日报：新华字典APP收费是种讽刺 免费又何妨； 【心语】总得熬过无人问津的日子，才能拥抱你的诗和远方！,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(那个刘国梁干嘛了呀？,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
